variant,equal_budget,full_improvement_controllable_carbon_pct,full_improvement_controllable_energy_pct,full_improvement_gross_energy_pct,full_improvement_makespan_pct
constructor_only,False,46.9116657903174,-2.7635901935114484,-0.347081833690305,0.18230463229868185
historical_v3c,False,0.0,-0.8945183920225341,-0.13434956642611734,0.0007428556536847499
migration_disabled,True,99.76888071558923,77.7475341093755,59.35067436388297,-0.0009438879212345
no_adaptive_active_pool,True,0.0,-0.00260815448908,-0.0003175024251752023,0.00033526301795264716
no_carbon_shift,True,0.0,0.0,0.0,0.0
no_critical_tail_v6c,True,0.0,-0.0048316716840683,-0.0005853467968178523,0.00033526301795264716
no_dvfs,True,-2.017596254605522,-5.96979277157896,-1.97837993421354,0.339165125039232
no_legacy_guard,True,0.0,0.0,0.0,0.0
no_race_to_idle,True,-2.017596254605522,-5.96979277157896,-1.97837993421354,0.339165125039232
