track,scenario_id,base_scenario_id,method,migration_volume_gib,migration_energy_wh,migration_emissions_g,gross_horizon_energy_wh,gross_horizon_emissions_g,makespan_s,migration_energy_fraction_pct,migration_emissions_fraction_pct
representative,rep_Google2011v2_flexible_dynamic_n090_827,rep_Google2011v2_flexible_dynamic_n090_827,nsga_ii,20.871256496208495,1.2522753897725096,0.11365897841694303,1235.4679341888896,46.66961829608605,26297.42327941081,0.10136041212552023,0.24353955006843292
representative,rep_Google2011v2_flexible_dynamic_n090_827,rep_Google2011v2_flexible_dynamic_n090_827,ppo_joint,16.104191263976265,0.9662514758385761,0.11015058078049357,1792.4750608476934,170.3234946510191,26442.00478017371,0.05390599272168498,0.06467139545614912
representative,rep_Google2011v2_flexible_dynamic_n090_827,rep_Google2011v2_flexible_dynamic_n090_827,tm_moaoa_joint,14.538210812073832,0.8722926487244299,0.14317876429451756,1496.687242671104,145.855733928674,26648.39057355345,0.058281558354681295,0.09816464559736436
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,ecc_cee_adapted,4.343511738536946,0.2606107043122167,0.035186870931475094,579.5752264827864,71.37653831080735,25812.25753437553,0.04496581158131281,0.049297530763196644
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,eco_pso_joint,5.338218510221212,0.3202931106132727,0.058494757804116004,891.1227416447206,176.05518124919297,25788.865255570738,0.03594264803770091,0.03322524073933447
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,hcsmo_v6d,4.343511738536946,0.2606107043122167,0.035186870931475094,639.6896624230635,64.1770122923695,25948.17166842078,0.04074017756126562,0.054827842049073906
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,jellyfish_rts_adapted,4.343511738536946,0.2606107043122167,0.035186870931475094,830.7456553847503,74.78288952375084,25788.882415399654,0.03137069723121427,0.04705203443670071
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,meo_adapted,4.343511738536946,0.2606107043122167,0.035186870931475094,830.7456553847503,74.78288952375084,25788.882415399654,0.03137069723121427,0.04705203443670071
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,nsga_ii,4.343511738536946,0.2606107043122167,0.03673998922141891,632.4065081931104,93.0127560576846,25948.154508591862,0.041209364694367936,0.03949994686603365
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,ppo_joint,4.518414314161643,0.27110485884969854,0.040240442810527896,908.3811441249727,103.40536277398729,25788.882415399654,0.029844835574041887,0.03891523778943775
representative,rep_Google2011v2_trace_dynamic_n030_811,rep_Google2011v2_trace_dynamic_n030_811,tm_moaoa_joint,6.36141541712257,0.38168492502735424,0.0682592476301141,844.8505815116225,172.92580983041873,26101.33251751901,0.04517780225048037,0.03947314035831502
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,ecc_cee_adapted,13.720580892403982,0.8232348535442389,0.09692411944310333,1072.7999787673173,43.92276847093876,26197.87535185844,0.07673703111834164,0.2206694223002646
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,eco_pso_joint,15.4050624975573,0.9243037498534378,0.17389655999349576,1888.6215722847528,400.015107243382,26465.97702699015,0.04894065404194577,0.04347249812434997
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,hcsmo_v6d,13.720580892403982,0.8232348535442389,0.09692411944310333,910.8045775306399,43.793070220706156,26263.316184299183,0.090385454119717,0.22132296035566798
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,jellyfish_rts_adapted,13.720580892403982,0.8232348535442389,0.09692411944310333,1072.7999787673173,43.92276847093876,26197.87535185844,0.07673703111834164,0.2206694223002646
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,meo_adapted,13.720580892403982,0.8232348535442389,0.09692411944310333,1072.7999787673173,43.92276847093876,26197.87535185844,0.07673703111834164,0.2206694223002646
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,nsga_ii,13.720580892403982,0.8232348535442389,0.09692411944310333,1072.7959591955535,43.92277306970007,26197.87535185844,0.0767373186380707,0.2206693991959401
